-0.296892,0.397139,-0.054880,-0.575846,-0.044126,-0.135961,-0.312018,0.158323,0.050125,-0.555024,0.460516,1.765454,-0.218981,-0.034007,-0.089655,-0.045783,-0.342681,-0.423124,0.730827,0.047464,-0.158292,-0.446540,-0.446708,-0.449484,-0.446119,-0.445023,2.225188,0.705943,-0.705943,0.915700
0.959174,1.577523,-1.337121,0.029765,-0.219338,0.773210,-0.252605,-0.895956,0.121676,-0.266450,0.423363,-0.794577,-0.094915,-1.351977,-0.226555,-1.339119,-0.522970,0.058150,-0.303248,0.770846,0.895917,-0.446540,2.238596,-0.449484,-0.446119,-0.445023,-0.449400,-1.416546,1.416546,0.652400
1.129288,-0.340601,-0.441856,0.078458,-0.588704,-0.595808,-0.076345,-0.895956,0.482443,-0.004861,0.323050,0.761880,-1.659471,-0.427545,-0.180061,-0.421524,0.391418,-0.430461,-0.141187,-0.644996,0.895917,-0.446540,-0.446708,-0.449484,-0.446119,-0.445023,2.225188,0.705943,-0.705943,0.712700
-0.012643,0.772261,-0.608778,0.405909,-0.173759,-0.362570,-0.193191,-0.874983,0.354405,-0.375134,-0.178515,-0.090522,-0.332155,-0.597335,-0.205030,-0.574353,0.758468,-0.097383,0.301164,-0.498170,0.874979,-0.446540,-0.446708,-0.449484,-0.446119,2.247073,-0.449400,0.705943,-0.705943,0.643900
1.087269,2.417796,0.692741,-0.255932,4.068030,-0.186976,0.206858,-0.895956,0.088537,-0.243964,-0.196349,-1.853251,0.267339,0.714341,-0.351401,0.717200,0.016048,4.611916,0.633936,-0.120634,0.895917,-0.446540,-0.446708,2.224772,-0.446119,-0.445023,-0.449400,0.705943,-0.705943,0.274900
1.147823,1.027344,1.732357,0.243081,1.026088,0.746007,-0.329842,-0.895956,-0.732416,1.283600,0.701267,-0.433366,0.951122,1.759519,0.516495,1.778707,0.576330,0.330334,2.403339,0.654175,0.895917,-0.446540,-0.446708,-0.449484,-0.446119,2.247073,-0.449400,0.705943,-0.705943,0.350500
-0.745011,0.132053,0.562025,1.190859,-0.028736,1.054072,4.118228,0.768120,-0.021426,0.689214,0.372835,0.403966,1.723456,0.519470,-0.045743,0.506593,0.661390,0.463125,0.010493,0.585093,-0.768039,2.239441,-0.446708,-0.449484,-0.446119,-0.445023,-0.449400,-1.416546,1.416546,0.890900
-0.803514,0.100793,-0.810965,0.152155,-0.251894,-0.747149,-0.890306,0.813943,-0.242104,0.163786,0.270293,-1.436940,-0.222295,-0.796626,-0.306629,-0.796640,0.473704,-0.143603,-0.428398,-0.816822,-0.814040,-0.446540,-0.446708,-0.449484,-0.446119,2.247073,-0.449400,0.705943,-0.705943,0.997300
1.016751,1.244915,-1.086503,-3.556166,1.477141,-0.798209,0.618789,-0.895956,0.496000,-0.474823,-0.683053,-0.424418,0.042410,-1.081681,0.078242,-1.067077,-3.684959,-0.316745,-0.525288,0.651104,0.895917,-0.446540,-0.446708,-0.449484,2.241555,-0.445023,-0.449400,0.705943,-0.705943,0.121300
1.258481,0.912307,1.540515,0.257198,0.732490,0.170249,-0.945759,-0.895956,0.139752,0.400641,0.112764,0.287643,1.910028,1.562702,-0.273911,1.583258,0.592048,-0.029154,1.311592,0.073890,0.895917,-0.446540,-0.446708,-0.449484,2.241555,-0.445023,-0.449400,0.705943,-0.705943,0.513700
